"id","zip_code","name_th","name_en","amphure_id"
101804,10600,"คลองต้นไทร","Khlong Ton Sai",18
101901,10170,"คลองชักพระ","Khlong Chak Phra",19
101902,10170,"ตลิ่งชัน","Taling Chan",19
101903,10170,"ฉิมพลี","Chimphli",19
101904,10170,"บางพรม","Bang Phrom",19
101905,10170,"บางระมาด","Bang Ramat",19
101906,0,"ทวีวัฒนา*","Thawi Watthana*",19
101907,10170,"บางเชือกหนัง","Bang Chueak Nang",19
101908,0,"ศาลาธรรมสพน์*","Sala Thammasop*",19
102001,0,"*บางพลัด","*Bang Phlat",20
102002,0,"*บางบำหรุ","*Bang Bumru",20
102003,0,"*บางอ้อ","*Bang Aor",20
102004,10700,"ศิริราช","Siri Rat",20
102005,10700,"บ้านช่างหล่อ","Ban Chang Lo",20
102006,10700,"บางขุนนนท์","Bang Khun Non",20
102007,10700,"บางขุนศรี","Bang Khun Si",20
102008,0,"*บางยี่ขัน","*Bang Yikhan",20
102009,10700,"อรุณอมรินทร์","Arun Ammarin",20
102097,0,"*บางยี่ขัน","*Bang Yikhan",20
102098,0,"*บางบำหรุ","*Bang Bumru",20
102099,0,"*บางอ้อ","*Bang Aor",20
102101,0,"*บางค้อ","*Bang Kho",21
102102,0,"*จอมทอง","*Chom Thong",21
102103,0,"*บางขุนเทียน","*Bang Khun Thian",21
102104,0,"บางบอน*","Bang Bon*",21
102105,10150,"ท่าข้าม","Tha Kham",21
102106,0,"*บางมด","*Bang Mod",21
102107,10150,"แสมดำ","Samae Dam",21
102201,10160,"บางหว้า","Bang Wa",22
102202,10160,"บางด้วน","Bang Duan",22
102203,10160,"บางแค","Bang Kae",22
102204,10160,"บางแคเหนือ","Bang Kae Nua",22
102205,10160,"บางไผ่","Bang Phai",22
102206,10160,"บางจาก","Bang Chak",22
102207,10160,"บางแวก","Bang Waek",22
102208,10160,"คลองขวาง","Khlong Khwang",22
102209,10160,"ปากคลองภาษีเจริญ","Pak Khlong Phasi Charoen",22
102210,10160,"คูหาสวรรค์","Khuha Sawan",22
102301,0,"หลักสอง*","Lak Song*",23
102302,10160,"หนองแขม","Nong Khaem",23
102303,10160,"หนองค้างพลู","Nong Khang Phlu",23
102401,10140,"ราษฎร์บูรณะ","Rat Burana",24
102402,10140,"บางปะกอก","Bang Pakok",24
102403,10140,"บางมด*","Bang Mod*",24
102404,10140,"ทุ่งครุ*","Thung Khru*",24
102501,10700,"บางพลัด","Bang Phlat",25
102502,10700,"บางอ้อ","Bang O",25
102503,10700,"บางบำหรุ","Bang Bamru",25
102504,10700,"บางยี่ขัน","Bang Yi Khan",25
102601,10400,"ดินแดง","Din Daeng",26
102701,10240,"คลองกุ่ม","Khlong Kum",27
102702,10240,"สะพานสูง","Saphan Sung",27
102703,10240,"คันนายาว","Khan Na Yao",27
102801,10120,"ทุ่งวัดดอน","Thung Wat Don",28
102802,10120,"ยานนาวา","Yan Nawa",28
102803,10120,"ทุ่งมหาเมฆ","Thung Maha Mek",28
102901,10800,"บางซื่อ","Bang Sue",29
103001,10900,"ลาดยาว","Lat Yao",30
103002,10900,"เสนานิคม","Sena Nikhom",30
103003,10900,"จันทรเกษม","Chan Kasem",30
103004,10900,"จอมพล","Chom Phon",30
103005,10900,"จตุจักร","Chatuchak",30
103101,10120,"บางคอแหลม","Bang Kho Laem",31
103102,10120,"วัดพระยาไกร","Wat Phraya Krai",31
103103,10120,"บางโคล่","Bang Khlo",31
103201,10250,"ประเวศ","Prawet",32
103202,10250,"หนองบอน","Nong Bon",32
103203,10250,"ดอกไม้","Dokmai",32
103204,10250,"สวนหลวง","Suan Luang",32
103301,10110,"คลองเตย","Khlong Toei",33
103302,10110,"คลองตัน","Khlong Tan",33
103303,10110,"พระโขนง","Phra Khanong",33
103304,10110,"คลองเตยเหนือ","Khlong Toei Nua",33
103305,10110,"คลองตันเหนือ","Khlong Tan Nua",33
103306,10110,"พระโขนงเหนือ","Phra Khanong Nua",33
103401,10250,"สวนหลวง","Suan Luang",34
103501,10150,"บางขุนเทียน","Bang Khun Thian",35
103502,10150,"บางค้อ","Bang Kho",35
103503,10150,"บางมด","Bang Mot",35
103504,10150,"จอมทอง","Chom Thong",35
103601,0,"ตลาดบางเขน*","Bang Khen Market*",36
103602,10210,"สีกัน","Si Kan",36
103603,0,"ทุ่งสองห้อง*","Thung Song Hong *",36
103701,10400,"ทุ่งพญาไท","Thung Phaya Thai",37
103702,10400,"ถนนพญาไท","Thanon Phaya Thai",37
103703,10400,"ถนนเพชรบุรี","Thanon Phetchaburi",37
103704,10400,"มักกะสัน","Makkasan",37
103801,10230,"ลาดพร้าว","Lat Phrao",38
103802,10230,"จรเข้บัว","Chorakhe Bua",38
103901,10110,"คลองเตยเหนือ","Khlong Toei Nuea",39
103902,10110,"คลองตันเหนือ","Khlong Tan Nuea",39
103903,10110,"พระโขนงเหนือ","Phra Khanong Nuea",39
104001,10160,"บางแค","Bang Khae",40
104002,10160,"บางแคเหนือ","Bang Khae Nuea",40
104003,10160,"บางไผ่","Bang Phai",40
104004,10160,"หลักสอง","Lak Song",40
104101,10210,"ทุ่งสองห้อง","Thung Song Hong",41
104102,10210,"ตลาดบางเขน","Talat Bang Khen",41
104201,10220,"สายไหม","Sai Mai",42
104202,10220,"ออเงิน","O Ngoen",42
104203,10220,"คลองถนน","Khlong Thanon",42
104301,10230,"คันนายาว","Khan Na Yao",43
104401,10240,"สะพานสูง","Sapan Sung",44
104501,10310,"วังทองหลาง","Wang Thonglang",45
104601,10510,"สามวาตะวันตก","Sam Wa Tawantok",46
104602,10510,"สามวาตะวันออก","Sam Wa Tawan-ok",46
104603,10510,"บางชัน","Bang Chan",46
104604,10510,"ทรายกองดิน","Sai Kong Din",46
104605,10510,"ทรายกองดินใต้","Sai Kong Din Tai",46
104701,10260,"บางนา","Bang Na",47
104801,10170,"ทวีวัฒนา","Thawi Watthana",48
104802,10170,"ศาลาธรรมสพน์","Sala Thammasop",48
104901,10140,"บางมด","Bang Mot",49
104902,10140,"ทุ่งครุ","Thung Khru",49
105001,10150,"บางบอน","Bang Bon",50
110101,10270,"ปากน้ำ","Pak Nam",52
110102,10270,"สำโรงเหนือ","Samrong Nuea",52
110103,10270,"บางเมือง","Bang Mueang",52
110104,10280,"ท้ายบ้าน","Thai Ban",52
110105,0,"*นาเกลือ","*Na Klua",52
110106,0,"*แหลมฟ้าผ่า","*Laem Khapa",52
110107,0,"*ในคลองบางปลากด","*Nai Klong Pla Kod",52
110108,10280,"บางปูใหม่","Bang Pu Mai",52
110109,0,"*ปากคลองบางปลากด","*Pak Klong Pa Kod",52
110110,10280,"แพรกษา","Phraek Sa",52
110111,10270,"บางโปรง","Bang Prong",52
110112,10270,"บางปู","Bang Pu",52
110113,10270,"บางด้วน","Bang Duan",52
110114,10270,"บางเมืองใหม่","Bang Mueang Mai",52
110115,10270,"เทพารักษ์","Thepharak",52
110116,10280,"ท้ายบ้านใหม่","Thai Ban Mai",52
110117,10280,"แพรกษาใหม่","Phraek Sa Mai",52
110194,0,"*บางปูเก่า","*Bang Poo",52
110195,0,"*ในคลองบางปลากด","*Nai Klong Pla Kod",52
110196,0,"*ปากคลองบางปลากด","*Pak Klong Pa Kod",52
110197,0,"*แหลมฟ้าผ่า","*Laem Khapa",52
110198,0,"*บ้านคลองสวน","*Ban Klong Suan",52
110199,0,"*นาเกลือ","*Na Klua",52
110201,10560,"บางบ่อ","Bang Bo",53
110202,10560,"บ้านระกาศ","Ban Rakat",53
110203,10560,"บางพลีน้อย","Bang Phli Noi",53
110204,10560,"บางเพรียง","Bang Phriang",53
110205,10550,"คลองด่าน","Khlong Dan",53
110206,10560,"คลองสวน","Khlong Suan",53
110207,10560,"เปร็ง","Preng",53
110208,10560,"คลองนิยมยาตรา","Khlong Niyom Yattra",53
110209,0,"คลองนิยม*","Klong Niyom*",53
110301,10540,"บางพลีใหญ่","Bang Phli Yai",54
110302,10540,"บางแก้ว","Bang Kaeo",54
110303,10540,"บางปลา","Bang Pla",54
110304,10540,"บางโฉลง","Bang Chalong",54
110305,0,"*บางเสาธง","*Bang Sao Thong",54
110306,0,"*ศรีษะจรเข้ใหญ่","*Srisa Jorrakae Yai",54
110307,0,"*ศรีษะจรเข้น้อย","*Srisa Jorrakae Noi",54
110308,10540,"ราชาเทวะ","Racha Thewa",54
110309,10540,"หนองปรือ","Nong Prue",54
110401,10130,"ตลาด","Talat",55
110402,10130,"บางพึ่ง","Bang Phueng",55
110403,10130,"บางจาก","Bang Chak",55
110404,10130,"บางครุ","Bang Khru",55
110405,10130,"บางหญ้าแพรก","Bang Ya Phraek",55
110406,10130,"บางหัวเสือ","Bang Hua Suea",55
110407,10130,"สำโรงใต้","Samrong Tai",55
110408,10130,"บางยอ","Bang Yo",55
110409,10130,"บางกะเจ้า","Bang Kachao",55
110410,10130,"บางน้ำผึ้ง","Bang Namphueng",55
110411,10130,"บางกระสอบ","Bang Krasop",55
110412,10130,"บางกอบัว","Bang Ko Bua",55
110413,10130,"ทรงคนอง","Song Khanong",55
110414,10130,"สำโรง","Samrong",55
110415,10130,"สำโรงกลาง","Samrong Klang",55
110501,10290,"นาเกลือ","Na Kluea",56
110502,10290,"บ้านคลองสวน","Ban Khlong Suan",56
110503,10290,"แหลมฟ้าผ่า","Laem Fa Pha",56
110504,10290,"ปากคลองบางปลากด","Pak Klong Bang Pla Kot",56
110505,10290,"ในคลองบางปลากด","Nai Khlong Bang Pla Kot",56
110601,10540,"บางเสาธง","Bang Sao Thong",57
110602,10540,"ศีรษะจรเข้น้อย","Sisa Chorakhe Noi",57
110603,10540,"ศีรษะจรเข้ใหญ่","Sisa Chorakhe Yai",57
120101,11000,"สวนใหญ่","Suan Yai",58
120102,11000,"ตลาดขวัญ","Talat Khwan",58
120103,11000,"บางเขน","Bang Khen",58
120104,11000,"บางกระสอ","Bang Kraso",58
120105,11000,"ท่าทราย","Tha Sai",58
120106,11000,"บางไผ่","Bang Phai",58
120107,11000,"บางศรีเมือง","Bang Si Mueang",58
120108,11000,"บางกร่าง","Bang Krang",58
120109,11000,"ไทรม้า","Sai Ma",58
120110,11000,"บางรักน้อย","Bang Rak Noi",58
120201,11130,"วัดชลอ","Wat Chalo",59
120202,11130,"บางกรวย","Bang Kruai",59
120203,11130,"บางสีทอง","Bang Si Thong",59
120204,11130,"บางขนุน","Bang Khanun",59
120205,11130,"บางขุนกอง","Bang Khun Kong",59
120206,11130,"บางคูเวียง","Bang Khu Wiang",59
120207,11130,"มหาสวัสดิ์","Maha Sawat",59
120208,11130,"ปลายบาง","Plai Bang",59
120209,11130,"ศาลากลาง","Sala Klang",59
120301,11140,"บางม่วง","Bang Muang",60
120302,11140,"บางแม่นาง","Bang Mae Nang",60
120303,11140,"บางเลน","Bang Len",60
120304,11140,"เสาธงหิน","Sao Thong Hin",60
120305,11140,"บางใหญ่","Bang Yai",60
120306,11140,"บ้านใหม่","Ban Mai",60
120401,11110,"โสนลอย","Sano Loi",61
120402,11110,"บางบัวทอง","Bang Bua Thong",61
120403,11110,"บางรักใหญ่","Bang Rak Yai",61
120404,11110,"บางคูรัด","Bang Khu Rat",61
120405,11110,"ละหาร","Lahan",61
120406,11110,"ลำโพ","Lam Pho",61
120407,11110,"พิมลราช","Phimon Rat",61
120408,11110,"บางรักพัฒนา","Bang Rak Phatthana",61
120501,11150,"ไทรน้อย","Sai Noi",62
120502,11150,"ราษฎร์นิยม","Rat Niyom",62
120503,11150,"หนองเพรางาย","Nong Phrao Ngai",62
120504,11150,"ไทรใหญ่","Sai Yai",62
120505,11150,"ขุนศรี","Khun Si",62
120506,11150,"คลองขวาง","Khlong Khwang",62
120507,11150,"ทวีวัฒนา","Thawi Watthana",62
120601,11120,"ปากเกร็ด","Pak Kret",63
120602,11120,"บางตลาด","Bang Talat",63
120603,11120,"บ้านใหม่","Ban Mai",63
120604,11120,"บางพูด","Bang Phut",63
120605,11120,"บางตะไนย์","Bang Tanai",63
120606,11120,"คลองพระอุดม","Khlong Phra Udom",63
120607,11120,"ท่าอิฐ","Tha It",63
120608,11120,"เกาะเกร็ด","Ko Kret",63
120609,11120,"อ้อมเกร็ด","Om Kret",63
120610,11120,"คลองข่อย","Khlong Khoi",63
120611,11120,"บางพลับ","Bang Phlap",63
120612,11120,"คลองเกลือ","Khlong Kluea",63
130101,12000,"บางปรอก","Bang Parok",66
130102,12000,"บ้านใหม่","Ban Mai",66
130103,12000,"บ้านกลาง","Ban Klang",66
130104,12000,"บ้านฉาง","Ban Chang",66
130105,12000,"บ้านกระแชง","Ban Krachaeng",66
130106,12000,"บางขะแยง","Bang Khayaeng",66
130107,12000,"บางคูวัด","Bang Khu Wat",66
130108,12000,"บางหลวง","Bang Luang",66
130109,12000,"บางเดื่อ","Bang Duea",66
130110,12000,"บางพูด","Bang Phut",66
130111,12000,"บางพูน","Bang Phun",66
130112,12000,"บางกะดี","Bang Kadi",66
130113,12000,"สวนพริกไทย","Suan Phrikthai",66
130114,12000,"หลักหก","Lak Hok",66
130201,12120,"คลองหนึ่ง","Khlong Nueng",67
130202,12120,"คลองสอง","Khlong Song",67
130203,12120,"คลองสาม","Khlong Sam",67
130204,12120,"คลองสี่","Khlong Si",67
130205,12120,"คลองห้า","Khlong Ha",67
130206,12120,"คลองหก","Khlong Hok",67
130207,12120,"คลองเจ็ด","Khlong Chet",67
130301,12130,"ประชาธิปัตย์","Prachathipat",68
130302,12130,"บึงยี่โถ","Bueng Yitho",68
130303,12110,"รังสิต","Rangsit",68
130304,12110,"ลำผักกูด","Lam Phak Kut",68
130305,12110,"บึงสนั่น","Bueng Sanan",68
130306,12110,"บึงน้ำรักษ์","Bueng Nam Rak",68
130401,12170,"บึงบา","Bueng Ba",69
130402,12170,"บึงบอน","Bueng Bon",69
130403,12170,"บึงกาสาม","Bueng Ka Sam",69
130404,12170,"บึงชำอ้อ","Bueng Cham O",69
130405,12170,"หนองสามวัง","Nong Sam Wang",69
130406,12170,"ศาลาครุ","Sala Khru",69
130407,12170,"นพรัตน์","Noppharat",69
130501,12140,"ระแหง","Rahaeng",70
130502,12140,"ลาดหลุมแก้ว","Lat Lum Kaeo",70
130503,12140,"คูบางหลวง","Khu Bang Luang",70
130504,12140,"คูขวาง","Khu Khwang",70
130505,12140,"คลองพระอุดม","Khlong Phra Udom",70
130506,12140,"บ่อเงิน","Bo Ngoen",70
130507,12140,"หน้าไม้","Na Mai",70
130601,12130,"คูคต","Khu Khot",71
130602,12150,"ลาดสวาย","Lat Sawai",71
130603,12150,"บึงคำพร้อย","Bueng Kham Phroi",71
130604,12150,"ลำลูกกา","Lam Luk Ka",71
130605,12150,"บึงทองหลาง","Bueng Thonglang",71
130606,12150,"ลำไทร","Lam Sai",71
130607,12150,"บึงคอไห","Bueng Kho Hai",71
130608,12150,"พืชอุดม","Phuet Udom",71
130701,12160,"บางเตย","Bang Toei",72
130702,12160,"คลองควาย","Khlong Khwai",72
130703,12160,"สามโคก","Sam Khok",72
130704,12160,"กระแชง","Krachaeng",72
130705,12160,"บางโพธิ์เหนือ","Bang Pho Nuea",72
130706,12160,"เชียงรากใหญ่","Chiang Rak Yai",72
130707,12160,"บ้านปทุม","Ban Pathum",72
130708,12160,"บ้านงิ้ว","Ban Ngio",72
130709,12160,"เชียงรากน้อย","Chiang Rak Noi",72
130710,12160,"บางกระบือ","Bang Krabue",72
130711,12160,"ท้ายเกาะ","Thai Ko",72
140101,13000,"ประตูชัย","Pratu Chai",74
140102,13000,"กะมัง","Kamang",74
140103,13000,"หอรัตนไชย","Ho Rattanachai",74
140104,13000,"หัวรอ","Hua Ro",74
140105,13000,"ท่าวาสุกรี","Tha Wasukri",74
140106,13000,"ไผ่ลิง","Phai Ling",74
140107,13000,"ปากกราน","Pak Kran",74
140108,13000,"ภูเขาทอง","Phukhao Thong",74
140109,13000,"สำเภาล่ม","Samphao Lom",74
140110,13000,"สวนพริก","Suan Phrik",74
140111,13000,"คลองตะเคียน","Khlong Takhian",74
140112,13000,"วัดตูม","Wat Tum",74
140113,13000,"หันตรา","Hantra",74
140114,13000,"ลุมพลี","Lumphli",74
140115,13000,"บ้านใหม่","Ban Mai",74
140116,13000,"บ้านเกาะ","Ban Ko",74
140117,13000,"คลองสวนพลู","Khlong Suan Phlu",74
140118,13000,"คลองสระบัว","Khlong Sa Bua",74
140119,13000,"เกาะเรียน","Ko Rian",74
140120,13000,"บ้านป้อม","Ban Pom",74
140121,13000,"บ้านรุน","Ban Run",74
140199,0,"*จำปา","*Jam Pa",74
140201,13130,"ท่าเรือ","Tha Ruea",75
140202,13130,"จำปา","Champa",75
140203,13130,"ท่าหลวง","Tha Luang",75
140204,13130,"บ้านร่อม","Ban Rom",75
140205,13130,"ศาลาลอย","Sala Loi",75
140206,13130,"วังแดง","Wang Daeng",75
140207,13130,"โพธิ์เอน","Pho En",75
140208,13130,"ปากท่า","Pak Tha",75
140209,13130,"หนองขนาก","Nong Khanak",75
140210,13130,"ท่าเจ้าสนุก","Tha Chao Sanuk",75
140301,13260,"นครหลวง","Nakhon Luang",76
140302,13260,"ท่าช้าง","Tha Chang",76
140303,13260,"บ่อโพง","Bo Phong",76
140304,13260,"บ้านชุ้ง","Ban Chung",76
140305,13260,"ปากจั่น","Pak Chan",76
140306,13260,"บางระกำ","Bang Rakam",76
140307,13260,"บางพระครู","Bang Phra Khru",76
140308,13260,"แม่ลา","Mae La",76
140309,13260,"หนองปลิง","Nong Pling",76
140310,13260,"คลองสะแก","Khlong Sakae",76
140311,13260,"สามไถ","Sam Thai",76
140312,13260,"พระนอน","Phra Non",76
140401,13190,"บางไทร","Bang Sai",77
140402,13190,"บางพลี","Bang Phli",77
140403,13190,"สนามชัย","Sanam Chai",77
140404,13190,"บ้านแป้ง","Ban Paeng",77
140405,13190,"หน้าไม้","Na Mai",77
140406,13190,"บางยี่โท","Bang Yi Tho",77
140407,13190,"แคออก","Khae Ok",77
140408,13190,"แคตก","Khae Tok",77
140409,13190,"ช่างเหล็ก","Chang Lek",77
140410,13190,"กระแชง","Krachaeng",77
140411,13190,"บ้านกลึง","Ban Klueng",77
140412,13190,"ช้างน้อย","Chang Noi",77
140413,13190,"ห่อหมก","Homok",77
140414,13190,"ไผ่พระ","Phai Phra",77
140415,13190,"กกแก้วบูรพา","Kok Kaeo Burapha",77
140416,13190,"ไม้ตรา","Mai Tra",77
140417,13190,"บ้านม้า","Ban Ma",77
140418,13190,"บ้านเกาะ","Ban Ko",77
140419,13290,"ราชคราม","Ratchakhram",77
140420,13290,"ช้างใหญ่","Chang Yai",77
140421,13290,"โพแตง","Pho Taeng",77
140422,13290,"เชียงรากน้อย","Chiang Rak Noi",77
140423,13190,"โคกช้าง","Khok Chang",77
140501,13250,"บางบาล","Bang Ban",78
140502,13250,"วัดยม","Wat Yom",78
140503,13250,"ไทรน้อย","Sai Noi",78
140504,13250,"สะพานไทย","Saphan Thai",78
140505,13250,"มหาพราหมณ์","Maha Phram",78
140506,13250,"กบเจา","Kop Chao",78
140507,13250,"บ้านคลัง","Ban Khlang",78
140508,13250,"พระขาว","Phra Khao",78
140509,13250,"น้ำเต้า","Namtao",78
140510,13250,"ทางช้าง","Thang Chang",78
140511,13250,"วัดตะกู","Wat Taku",78
140512,13250,"บางหลวง","Bang Luang",78
140513,13250,"บางหลวงโดด","Bang Luang Dot",78
140514,13250,"บางหัก","Bang Hak",78
140515,13250,"บางชะนี","Bang Chani",78
140516,13250,"บ้านกุ่ม","Ban Kum",78
140601,13160,"บ้านเลน","Ban Len",79
140602,13180,"เชียงรากน้อย","Chiang Rak Noi",79
140603,13160,"บ้านโพ","Ban Pho",79
140604,13160,"บ้านกรด","Ban Krot",79
140605,13160,"บางกระสั้น","Bang Krasan",79
900706,90140,"บ่อตรุ","Bo Tru",924
140606,13160,"คลองจิก","Khlong Chik",79
140607,13160,"บ้านหว้า","Ban Wa",79
140608,13160,"วัดยม","Wat Yom",79
140609,13160,"บางประแดง","Bang Pradaeng",79
140610,13160,"สามเรือน","Sam Ruean",79
140611,13160,"เกาะเกิด","Ko Koet",79
140612,13160,"บ้านพลับ","Ban Phlap",79
140613,13160,"บ้านแป้ง","Ban Paeng",79
140614,13160,"คุ้งลาน","Khung Lan",79
140615,13160,"ตลิ่งชัน","Taling Chan",79
140616,13170,"บ้านสร้าง","Ban Sang",79
140617,13160,"ตลาดเกรียบ","Talat Kriap",79
140618,13160,"ขนอนหลวง","Khanon Luang",79
140701,13220,"บางปะหัน","Bang Pahan",80
140702,13220,"ขยาย","Khayai",80
140703,13220,"บางเดื่อ","Bang Duea",80
140704,13220,"เสาธง","Sao Thong",80
140705,13220,"ทางกลาง","Thang Klang",80
140706,13220,"บางเพลิง","Bang Phloeng",80
140707,13220,"หันสัง","Hansang",80
140708,13220,"บางนางร้า","Bang Nang Ra",80
140709,13220,"ตานิม","Ta Nim",80
140710,13220,"ทับน้ำ","Thap Nam",80
140711,13220,"บ้านม้า","Ban Ma",80
140712,13220,"ขวัญเมือง","Khwan Mueang",80
140713,13220,"บ้านลี่","Ban Li",80
